1999-11-01,68.5600
1999-11-02,68.0600
1999-11-03,68.8100
1999-11-04,68.8800
1999-11-05,70.6900
1999-11-08,71.3800
1999-11-09,72.0000
1999-11-10,73.0000
1999-11-11,72.4400
1999-11-12,75.1300
1999-11-15,73.8100
1999-11-16,76.5600
1999-11-17,75.0000
1999-11-18,76.1300
1999-11-19,75.6300
1999-11-22,76.0600
1999-11-23,74.7500
1999-11-24,75.0600
1999-11-26,73.8100
1999-11-29,71.5600
1999-11-30,68.6900
1999-12-01,66.5600
1999-12-02,68.6300
1999-12-03,66.6900
1999-12-06,63.1300
1999-12-07,60.6300
1999-12-08,67.7500
1999-12-09,65.5000
1999-12-10,62.6300
1999-12-13,60.1900
1999-12-14,60.6300
1999-12-15,61.8800
1999-12-16,63.7500
1999-12-17,67.5000
1999-12-20,65.2500
1999-12-21,63.3800
1999-12-22,66.8800
1999-12-23,67.0000
1999-12-27,64.7500
1999-12-28,66.1300
1999-12-29,65.9400
1999-12-30,66.0000
1999-12-31,67.2500
2000-01-03,65.5600
2000-01-04,60.0600
2000-01-05,61.1300
2000-01-06,61.7500
2000-01-07,64.7500
2000-01-10,67.2500
2000-01-11,62.6300
2000-01-12,62.3100
2000-01-13,65.6300
2000-01-14,66.3100
2000-01-18,64.0000
2000-01-19,63.1300
2000-01-20,63.8100
2000-01-21,62.8800
2000-01-24,60.5600
2000-01-25,63.0000
2000-01-26,61.1900
2000-01-27,62.6900
2000-01-28,57.5600
2000-01-31,55.0600
2000-02-01,55.8800
2000-02-02,61.3100
2000-02-03,69.0600
2000-02-04,74.0000
2000-02-07,77.0600
2000-02-08,83.7500
2000-02-09,87.5600
2000-02-10,91.2500
2000-02-11,90.4400
2000-02-14,89.6300
2000-02-15,88.8800
2000-02-16,98.1900
2000-02-17,101.6000
2000-02-18,98.2500
2000-02-22,98.2800
2000-02-23,99.6300
2000-02-24,106.4000
2000-02-25,98.5000
2000-02-28,97.8100
2000-02-29,102.0000
2000-03-01,100.4000
2000-03-02,80.6300
2000-03-03,90.6300
2000-03-06,85.8100
2000-03-07,81.1900
2000-03-08,79.0600
2000-03-09,78.1300
2000-03-10,83.2500
2000-03-13,82.1300
2000-03-14,81.4400
2000-03-15,83.5600
2000-03-16,94.4400
2000-03-17,87.6900
2000-03-20,87.4400
2000-03-21,91.6900
2000-03-22,102.0000
2000-03-23,106.6000
2000-03-24,108.1900
2000-03-27,113.6000
2000-03-28,111.1000
2000-03-29,111.4000
2000-03-30,107.2000
2000-03-31,111.3000
2000-04-03,105.6000
2000-04-04,101.8000
2000-04-05,107.2000
2000-04-06,114.6000
2000-04-07,125.0000
2000-04-10,117.2000
2000-04-11,119.5000
2000-04-12,112.1000
2000-04-13,113.6000
2000-04-14,97.8100
2000-04-17,113.3000
2000-04-18,117.0000
2000-04-19,112.6000
2000-04-20,112.6000
2000-04-24,104.8000
2000-04-25,120.0000
2000-04-26,114.9000
2000-04-27,123.4000
2000-04-28,120.9000
2000-05-01,130.7000
2000-05-02,115.5000
2000-05-03,112.8000
2000-05-04,113.9000
2000-05-05,119.7000
2000-05-08,109.4000
2000-05-09,112.3000
2000-05-10,106.2000
2000-05-11,108.4000
2000-05-12,108.2000
2000-05-15,110.0000
2000-05-16,123.9000
2000-05-17,120.3000
2000-05-18,115.0000
2000-05-19,109.6000
2000-05-22,109.7000
2000-05-23,108.9000
2000-05-24,106.1000
2000-05-25,104.5000
2000-05-26,102.8000
2000-05-30,116.6000
2000-05-31,114.5000
2000-06-01,118.5000
2000-06-02,125.0000
2000-06-05,128.7000
2000-06-06,115.7000
2000-06-07,114.3000
2000-06-08,118.4000
2000-06-09,120.7000
2000-06-12,121.3000
2000-06-13,127.2000
2000-06-14,121.9000
2000-06-15,124.8000
2000-06-16,120.3000
2000-06-19,127.4000
2000-06-20,131.3000
2000-06-21,128.8000
2000-06-22,121.1000
2000-06-23,117.8000
2000-06-26,124.7000
2000-06-27,118.1000
2000-06-28,124.8000
2000-06-29,124.3000
2000-06-30,130.0000
2000-07-03,127.9000
2000-07-05,127.7000
2000-07-06,134.9000
2000-07-07,137.4000
2000-07-10,135.4000
2000-07-11,138.3000
2000-07-12,140.5000
2000-07-13,137.9000
2000-07-14,136.2000
2000-07-17,135.1000
2000-07-18,130.9000
2000-07-19,129.9000
2000-07-20,137.3000
2000-07-21,134.7000
2000-07-24,125.2000
2000-07-25,126.9000
2000-07-26,123.9000
2000-07-27,113.5000
2000-07-28,111.4000
2000-07-31,114.5000
2000-08-01,114.4000
2000-08-02,116.3000
2000-08-03,113.8000
2000-08-04,116.8000
2000-08-07,122.1000
2000-08-08,121.4000
2000-08-09,116.3000
2000-08-10,112.8000
2000-08-11,115.6000
2000-08-14,121.6000
2000-08-15,120.1000
2000-08-16,122.0000
2000-08-17,124.9000
2000-08-18,122.6000
2000-08-21,119.9000
2000-08-22,122.3000
2000-08-23,126.1000
2000-08-24,129.5000
2000-08-25,128.9000
2000-08-28,130.4000
2000-08-29,131.6000
2000-08-30,129.6000
2000-08-31,130.0000
2000-09-01,135.3000
2000-09-05,133.3000
2000-09-06,127.5000
2000-09-07,136.9000
2000-09-08,133.9000
2000-09-11,127.3000
2000-09-12,122.8000
2000-09-13,125.9000
2000-09-14,125.4000
2000-09-15,132.6000
2000-09-18,142.0000
2000-09-19,152.9000
2000-09-20,157.8000
2000-09-21,157.0000
2000-09-22,149.6000
2000-09-25,147.6000
2000-09-26,151.3000
2000-09-27,148.4000
2000-09-28,160.5000
2000-09-29,155.3000
2000-10-02,163.0000
2000-10-03,163.4000
2000-10-04,158.0000
2000-10-05,148.5000
2000-10-06,147.6000
2000-10-09,149.7000
2000-10-10,143.7000
2000-10-11,150.7000
2000-10-12,130.8000
2000-10-13,145.1000
2000-10-16,141.8000
2000-10-17,132.9000
2000-10-18,129.1000
2000-10-19,137.6000
2000-10-20,140.1000
2000-10-23,140.6000
2000-10-24,135.2000
2000-10-25,67.5000
2000-10-26,72.4400
2000-10-27,74.8100
2000-10-30,69.6300
2000-10-31,76.0600
2000-11-01,77.2500
2000-11-02,80.8100
2000-11-03,80.6900
2000-11-06,83.2500
2000-11-07,82.2500
2000-11-08,80.2500
